City,Year,Cityyear,UHI,City2,Country,Year3,Cityyear4,WCH,environmental firms,GVAAgr,GVAConst,GVAConstrs,GVAFire,GVAManufElec,GVAManufElecpc,GVAAdmin,GVAAdminpc,GVA,GDP,Publictranspopass,Density,Densityrs,Population,Income,Gini,GVAAgrpc,GVAConstpc,GVAConstpcrs,GVAFirepc,Populationpc,Incomepc,IncomepcSQ,CO,NO2,PM10,PM10pc,PM2.5,SO2,green bonds issued,Long,Lat
Kuala Lumpur,2016,Kuala Lumpur2016,2.458989072,Kuala Lumpur,Malaysia,2016,Kuala Lumpur2016,2365,14,5.2555,38.9312,0.389312,10.58863,117.1059,1.577098877,6.90121,0.092940582,53.34654,53.99947,,21.161,0.21161,74.254,30.92409,49.6,70.77,52.429,0.52429,14.2599,42.4658,0.416463,1734.414304,1,35,46.8,0.630269076,,9.4,0,101.6868565,3.139002023
San Francisco,2008,San Francisco2008,2.036682495,San Francisco,USA,2008,San Francisco2008,1803,236,2.822,102.515,1.02515,114.0322,442.424,10.28127905,49.9684,1.161191671,277.04594,296.92916,4.421845,6.725,0.06725,43.032,205.52606,46.4,65.58,238.23,2.3823,264.9946,361.8744,4.776134,228114.5599,0.4,43.4,19.5,0.453151143,9.8,3.2,0,-122.4194157,37.77493122
Melbourne,2015,Melbourne2015,-0.180383874,Melbourne,Australia,2015,Melbourne2015,1562,36,8.3751,73.3889,0.733889,40.98522,105.5262,2.329033967,21.76134,0.48028736,106.28881,115.27599,5.336,4.534,0.04534,45.309,77.36932,40.2,184.84,161.974,1.61974,90.4569,149.1972,1.707589,29158.60193,0.2,13.1,17.7,0.390650864,6.5,0.9,5.1085,144.9630565,-37.8136273
San Francisco,2006,San Francisco2006,2.317196586,San Francisco,USA,2006,San Francisco2006,1803,236,2.3892,98.7696,0.987696,102.07404,400.4466,9.358852949,46.69632,1.091341498,250.07214,268.17488,4.202027,6.687,0.06687,42.788,201.67812,46.5,55.82,230.836,2.30836,238.5598,360.2022,4.713474,222168.3715,0.5,44.6,19.3,0.451061045,10.3,4.4,0,-122.4194157,37.77493122
Phoenix,2015,Phoenix2015,-0.019541468,Phoenix,USA,2015,Phoenix2015,1032,187,5.5798,63.6808,0.636808,68.5573,185.4096,4.088053975,38.60176,0.851121401,168.39912,180.4118,0.728257,1.202,0.01202,45.354,133.29928,46.6,123.02,140.408,1.40408,151.1612,273.4068,2.9391,86383.0881,0.5,63.4,29.4,0.648233893,7.8,2.4,0,-112.073998,33.44839924
Sydney,2017,Sydney2017,0.310868291,Sydney,Australia,2017,Sydney2017,2577,16,5.5723,109.6041,1.096041,69.0668,92.6803,1.827941699,25.08362,0.494726441,149.93057,161.20674,6.717987,4.099,0.04099,50.702,108.0207,40.9,109.91,216.172,2.16172,136.2199,178.1802,2.130484,45389.62074,0.2,14.5,17.1,0.337264802,7.4,1.8,0,151.2092939,-33.86882113
Warsaw,2015,Warsaw2015,0.956979623,Warsaw,Poland,2015,Warsaw2015,1787,23,4.3207,22.2664,0.222664,13.34858,45.7304,1.387577753,5.77811,0.175322693,38.20799,43.09624,11.31357,3.321,0.03321,32.957,14.8259,35.5,131.11,67.563,0.67563,40.5036,41.9737,0.449862,2023.75819,0.5,27.3,32.9,0.998270474,26.9,5.2,0,21.01222949,52.22967359
Melbourne,2014,Melbourne2014,0.072113119,Melbourne,Australia,2014,Melbourne2014,1562,36,8.5401,70.6649,0.706649,42.8895,108.1293,2.436277404,22.48199,0.506545074,109.98058,119.44623,5.365,4.442,0.04442,44.383,80.96441,40,192.41,159.215,1.59215,96.6352,158.8389,1.824229,33278.11444,0.2,15.9,18.5,0.416826262,7.5,2,0,144.9630565,-37.8136273
Kuala Lumpur,2015,Kuala Lumpur2015,2.33803304,Kuala Lumpur,Malaysia,2015,Kuala Lumpur2015,2365,14,4.9967,36.978,0.36978,10.23746,114.9858,1.574867489,6.56501,0.089915631,51.10699,51.72882,,20.807,0.20807,73.013,29.15096,48.9,68.43,50.646,0.50646,14.0214,40.8506,0.399258,1594.069506,1,37.2,54.5,0.746442414,,8.3,0,101.6868565,3.139002023
Phoenix,2014,Phoenix2014,0.04230674,Phoenix,USA,2014,Phoenix2014,1032,187,7.8422,63.1408,0.631408,64.45558,183.4964,4.112977989,37.26268,0.835223921,161.60226,173.12632,0.755902,1.183,0.01183,44.614,126.7261,46.5,175.8,141.528,1.41528,144.4742,265.5562,2.840508,80684.85698,0.5,66.9,39.8,0.892096651,8.8,2.9,0,-112.073998,33.44839924
San Francisco,2005,San Francisco2005,2.281835947,San Francisco,USA,2005,San Francisco2005,1803,236,2.5242,95.3718,0.953718,94.818,370.3812,8.659431404,45.10184,1.054471149,235.7146,252.4736,4.183836,6.685,0.06685,42.772,188.38302,46.8,59.02,222.974,2.22974,221.6804,344.0078,4.404318,193980.1705,0.5,43,17.7,0.413822127,10,4,0,-122.4194157,37.77493122
Santiago,2013,Santiago2013,0.723315213,Santiago,Chile,2013,Santiago2013,918,3,3.9576,26.6145,0.266145,22.23345,71.4214,0.909780393,9.43598,0.120197442,52.64191,59.9444,10.939476,20.31,0.2031,78.504,41.90114,40.3,55.69,37.454,0.37454,31.2875,75.4291,0.820797,6737.077152,0.8,42.2,68,0.866197901,26.1,3.8,0,-70.66926487,-33.44888975
Warsaw,2014,Warsaw2014,1.368303076,Warsaw,Poland,2014,Warsaw2014,1787,23,4.3036,24.2312,0.242312,13.748,49.1054,1.493427815,5.89306,0.179223868,39.53184,44.61725,10.77018,3.313,0.03313,32.881,15.51272,35.6,130.88,73.695,0.73695,41.8113,44.3294,0.471785,2225.810862,0.6,25.6,34.3,1.043155622,27.6,6.6,0,21.01222949,52.22967359
Phoenix,2012,Phoenix2012,-0.27677578,Phoenix,USA,2012,Phoenix2012,1032,187,5.7636,55.6868,0.556868,58.841,185.8338,4.296337911,35.76268,0.826806307,152.27176,162.95062,0.721947,1.147,0.01147,43.254,119.07948,45.4,133.28,128.746,1.28746,136.036,252.2658,2.753026,75791.52157,0.5,70.1,42.1,0.973320387,9.7,3.6,0,-112.073998,33.44839924
Phoenix,2013,Phoenix2013,-0.026509845,Phoenix,USA,2013,Phoenix2013,1032,187,7.1164,62.2086,0.622086,61.96442,167.7818,3.82408661,36.4202,0.830090028,155.25112,166.07516,0.767719,1.163,0.01163,43.875,120.3226,46.4,162.22,141.784,1.41784,141.2304,257.8694,2.74242,75208.67456,0.5,65.6,36,0.820512821,8.7,2.8,0,-112.073998,33.44839924
Melbourne,2013,Melbourne2013,0.240274185,Melbourne,Australia,2013,Melbourne2013,1562,36,7.2532,73.2833,0.732833,42.00071,127.2783,2.929304948,22.01733,0.506727963,110.74847,120.21271,5.239,4.348,0.04348,43.45,78.51874,39.9,166.93,168.661,1.68661,96.6651,158.1751,1.80712,32656.82694,0.2,16.4,17.2,0.395857307,6.6,1.6,0,144.9630565,-37.8136273
Phoenix,2008,Phoenix2008,-0.053427799,Phoenix,USA,2008,Phoenix2008,1032,187,5.8578,104.337,1.04337,58.19764,179.4044,4.38609393,32.68218,0.799016698,150.84802,161.67424,0.725893,1.084,0.01084,40.903,111.6117,43.7,143.18,255.086,2.55086,142.2816,249.8624,2.72868,74456.94542,0.5,71.5,42.5,1.039043591,10.1,4.1,0,-112.073998,33.44839924
Phoenix,2007,Phoenix2007,-0.225313689,Phoenix,USA,2007,Phoenix2007,1032,187,7.0336,132.5024,1.325024,57.26596,191.5462,4.785305286,30.80044,0.769472369,154.76994,165.91396,0.658273,1.061,0.01061,40.028,111.84044,44.2,175.74,331.026,3.31026,143.065,256.4836,2.79406,78067.71284,0.6,74,48.8,1.219146597,10.7,5,0,-112.073998,33.44839924
Sydney,2016,Sydney2016,0.581521487,Sydney,Australia,2016,Sydney2016,2577,16,4.9435,94.7571,0.947571,63.41498,98.0766,1.97186457,23.5059,0.472594395,139.20608,150.09636,6.76138,4.021,0.04021,49.738,103.92903,40.8,99.4,190.511,1.90511,127.4971,172.2816,2.089515,43660.72935,0.2,13.8,16.5,0.331738309,7.9,1.3,0,151.2092939,-33.86882113
Kuala Lumpur,2014,Kuala Lumpur2014,2.244470071,Kuala Lumpur,Malaysia,2014,Kuala Lumpur2014,2365,14,5.6313,35.9559,0.359559,10.66664,118.7476,1.655088018,6.80487,0.094845359,51.75866,52.38686,,20.446,0.20446,71.747,28.71028,47.2,78.48,50.115,0.50115,14.867,42.4788,0.400162,1601.296262,1.2,35.4,48.9,0.681561598,,7.7,0,101.6868565,3.139002023
Melbourne,2012,Melbourne2012,0.376394101,Melbourne,Australia,2012,Melbourne2012,1562,36,7.0953,76.0814,0.760814,42.20956,121.0601,2.850552167,21.87477,0.515076173,110.93822,120.47922,5.368,4.25,0.0425,42.469,77.89642,39.7,167.07,179.146,1.79146,99.389,158.7351,1.834192,33642.60293,0.2,15.1,17.1,0.402646636,6.4,2.1,0,144.9630565,-37.8136273
Phoenix,2009,Phoenix2009,-0.331115897,Phoenix,USA,2009,Phoenix2009,1032,187,2.6632,64.3424,0.643424,53.9821,166.398,4.013458755,32.70028,0.788718765,139.35656,149.33614,0.781354,1.099,0.01099,41.46,109.2847,44.5,64.24,155.192,1.55192,130.2024,241.2904,2.635902,69479.79354,0.5,66.9,39.2,0.945489629,9.1,3.6,0,-112.073998,33.44839924
Santiago,2012,Santiago2012,0.875286308,Santiago,Chile,2012,Santiago2012,918,3,3.6,25.2263,0.252263,21.00838,70.418,0.906794066,8.65121,0.11140427,49.62169,56.37862,10.882892,20.117,0.20117,77.656,39.45524,40.7,51.22,35.893,0.35893,29.892,73.1911,0.785341,6167.604863,0.8,38.4,64.8,0.834449366,25.1,4.1,0,-70.66926487,-33.44888975
Warsaw,2013,Warsaw2013,1.428967534,Warsaw,Poland,2013,Warsaw2013,1787,23,4.8547,20.9302,0.209302,12.92801,47.9929,1.462930561,5.69506,0.173598122,38.04055,42.84944,10.59261,3.306,0.03306,32.806,15.37209,35.4,147.97,63.802,0.63802,39.4081,43.6618,0.468582,2195.690907,0.6,26.7,33.2,1.012009998,26.1,7.1,0,21.01222949,52.22967359
Warsaw,2012,Warsaw2012,1.360260167,Warsaw,Poland,2012,Warsaw2012,1787,23,4.132,22.4188,0.224188,11.78924,46.3385,1.417686471,5.51472,0.168718106,36.2966,40.9803,10.842955,3.294,0.03294,32.686,15.17484,35.5,126.42,68.587,0.68587,36.0678,43.3521,0.464258,2155.354906,0.6,22.9,35.7,1.092210732,27.7,8,0,21.01222949,52.22967359
Phoenix,2011,Phoenix2011,-0.288125125,Phoenix,USA,2011,Phoenix2011,1032,187,6.0328,51.349,0.51349,55.73394,181.3126,4.259363841,34.58326,0.812423886,145.56208,155.96604,0.685937,1.128,0.01128,42.568,113.82802,45.9,141.7,120.626,1.20626,130.9286,249.2588,2.674018,71503.72264,0.5,66.6,42.3,0.993704191,9.5,2.8,0,-112.073998,33.44839924
Phoenix,2010,Phoenix2010,-0.009308678,Phoenix,USA,2010,Phoenix2010,1032,187,3.5692,56.6222,0.566222,54.22968,172.0466,4.095470018,33.88842,0.80669428,141.14382,151.23368,0.684047,1.114,0.01114,42.009,109.4888,45.5,84.98,134.786,1.34786,129.0894,243.0936,2.606294,67927.68414,0.5,65.2,32.7,0.778404628,7.9,3.5,0,-112.073998,33.44839924
Sydney,2015,Sydney2015,0.730266729,Sydney,Australia,2015,Sydney2015,2577,16,4.0831,84.6061,0.846061,60.31618,94.3607,1.928404725,22.37114,0.457188343,132.19242,142.63021,6.059091,3.956,0.03956,48.932,101.23447,40.7,83.43,172.905,1.72905,123.2656,168.2464,2.068886,42802.89281,0.3,13.4,15.6,0.318809777,7.9,1,0,151.2092939,-33.86882113
Warsaw,2011,Warsaw2011,1.374826443,Warsaw,Poland,2011,Warsaw2011,1787,23,4.4796,24.0505,0.240505,11.78966,42.7964,1.315112777,5.69172,0.174903817,35.75118,40.69805,10.147913,3.279,0.03279,32.542,14.81868,34.7,137.66,73.907,0.73907,36.2292,43.5278,0.455375,2073.663906,0.5,24.3,37.7,1.158502858,28.4,6.7,0,21.01222949,52.22967359
Melbourne,2011,Melbourne2011,0.826686696,Melbourne,Australia,2011,Melbourne2011,1562,36,6.8394,77.7537,0.777537,40.24644,128.385,3.090040435,21.29454,0.512528642,108.6583,118.0889,5.177,4.158,0.04158,41.548,74.72456,39.7,164.62,187.143,1.87143,96.8678,156.0784,1.798521,32346.77787,0.3,16.2,17.1,0.411572158,4.8,1.3,0,144.9630565,-37.8136273
Kuala Lumpur,2013,Kuala Lumpur2013,2.516552623,Kuala Lumpur,Malaysia,2013,Kuala Lumpur2013,2365,14,5.9453,31.6509,0.316509,10.24573,110.678,1.570524464,6.44473,0.091450931,48.0789,48.62115,,20.083,0.20083,70.472,27.25362,44.1,84.37,44.913,0.44913,14.5389,39.6203,0.386732,1495.616398,1.2,35.8,49.4,0.700987626,,7.5,0,101.6868565,3.139002023
Santiago,2011,Santiago2011,0.582918366,Santiago,Chile,2011,Santiago2011,918,3,3.8179,21.4467,0.214467,18.82273,67.1809,0.874671579,7.99948,0.104150403,45.28411,51.41327,10.982614,19.927,0.19927,76.807,35.56921,41.9,54.94,30.86,0.3086,27.084,68.2154,0.724905,5254.87259,0.8,40.7,66.9,0.871014361,26.2,4.5,0,-70.66926487,-33.44888975
Phoenix,2006,Phoenix2006,-0.437997609,Phoenix,USA,2006,Phoenix2006,1032,187,6.009,134.9524,1.349524,54.82672,180.0494,4.617480061,28.73186,0.736846613,147.87106,158.5755,0.643307,1.034,0.01034,38.993,108.48182,44.8,154.14,346.09,3.4609,140.6052,252.5776,2.782056,77398.35587,0.7,69.8,51.5,1.320749878,11.1,5.1,0,-112.073998,33.44839924
Melbourne,2010,Melbourne2010,0.428792415,Melbourne,Australia,2010,Melbourne2010,1562,36,6.0395,64.7597,0.647597,35.00956,133.5361,3.270218445,18.86734,0.462049762,97.22639,105.8161,4.97,4.086,0.04086,40.834,66.50922,39.8,147.92,158.592,1.58592,85.7359,143.9239,1.628764,26528.72168,0.3,16.2,17.5,0.428564432,4.7,1,0,144.9630565,-37.8136273
Sydney,2014,Sydney2014,0.556311757,Sydney,Australia,2014,Sydney2014,2577,16,3.7513,83.2402,0.832402,61.95521,101.5138,2.109465328,23.42679,0.486810673,136.71514,147.65912,5.597873,3.891,0.03891,48.123,103.47574,40.5,77.96,172.976,1.72976,128.7445,175.8848,2.150249,46235.70762,0.2,13,16.6,0.3449494,7.7,1.5,0,151.2092939,-33.86882113
Warsaw,2010,Warsaw2010,1.481969046,Warsaw,Poland,2010,Warsaw2010,1787,23,3.6979,20.7124,0.207124,10.78558,39.7019,1.226730318,5.42705,0.167687863,33.22635,37.72532,9.360494,3.261,0.03261,32.364,14.17843,35.7,114.27,64,0.64,33.3262,40.1663,0.438098,1919.298576,0.6,23.3,37.5,1.158694846,29.6,7.8,0,21.01222949,52.22967359
Ankara,2017,Ankara2017,-0.24849439,Ankara,Turkey,2017,Ankara2017,127,1,5.5758,18.5945,0.185945,8.35733,54.9154,1.020087677,5.33468,0.099094996,30.58565,33.84783,0.384892,2.195,0.02195,53.834,25.19652,37.2,103.57,34.539,0.34539,15.5244,37.3565,0.468043,2190.642498,1,53.5,68.8,1.278002749,24.7,7.5,0,32.85973994,39.93336355
Santiago,2010,Santiago2010,0.92329242,Santiago,Chile,2010,Santiago2010,918,3,3.4592,21.6058,0.216058,16.20735,60.1989,0.792518332,7.15693,0.094220961,40.25121,45.65063,11.145395,19.739,0.19739,75.959,30.65215,42.8,50.34,31.441,0.31441,23.5863,60.7963,0.646462,4179.131174,0.8,40,62.4,0.821495807,25.8,4.6,0,-70.66926487,-33.44888975
Phoenix,2005,Phoenix2005,-0.023743999,Phoenix,USA,2005,Phoenix2005,1032,187,6.8986,114.6198,1.146198,51.2979,161.433,4.289324051,26.35186,0.700176958,135.76656,145.41936,0.604771,0.998,0.00998,37.636,98.20014,45.1,183.28,304.554,3.04554,136.3014,240.887,2.609238,68081.22941,0.8,70.5,41.3,1.097353598,9.6,5.4,0,-112.073998,33.44839924
Sydney,2013,Sydney2013,0.592628188,Sydney,Australia,2013,Sydney2013,2577,16,4.205,81.8199,0.818199,60.6416,123.8881,2.619254107,23.0746,0.487845409,137.67162,148.68115,5.472496,3.824,0.03824,47.299,100.0921,40.4,88.89,172.984,1.72984,128.2089,174.3916,2.116154,44781.07752,0.3,14,17.1,0.361529842,8.1,1.5,0,151.2092939,-33.86882113
Ankara,2016,Ankara2016,-0.235870386,Ankara,Turkey,2016,Ankara2016,127,1,5.5461,17.9233,0.179233,7.76292,51.0281,0.964140498,4.98269,0.094144466,28.29511,31.69601,0.382317,2.158,0.02158,52.926,23.70884,37.1,104.78,33.865,0.33865,14.6675,35.8395,0.447965,2006.726412,1.2,55.7,61.9,1.169557495,22.9,11.3,0,32.85973994,39.93336355
Kuala Lumpur,2012,Kuala Lumpur2012,2.435949014,Kuala Lumpur,Malaysia,2012,Kuala Lumpur2012,2365,14,6.4052,25.9347,0.259347,9.74151,107.1329,1.566178878,6.11862,0.089448278,45.14955,45.64353,,19.494,0.19494,68.404,25.25747,41.9,93.63,37.916,0.37916,14.2412,37.3405,0.369242,1363.396546,1.3,37.2,50.7,0.741184726,,8.3,0,101.6868565,3.139002023
Melbourne,2009,Melbourne2009,-0.445665016,Melbourne,Australia,2009,Melbourne2009,1562,36,4.5421,56.5797,0.565797,30.75354,102.3587,2.552649692,16.4496,0.410224694,84.15529,91.49984,4.915,4.013,0.04013,40.099,60.5621,39.9,113.27,141.099,1.41099,76.6934,130.6432,1.510303,22810.15152,0.3,16.6,21.1,0.526197661,5.8,1,0,144.9630565,-37.8136273
Sydney,2012,Sydney2012,0.827869813,Sydney,Australia,2012,Sydney2012,2577,16,3.7219,80.4715,0.804715,59.81348,114.0645,2.457068694,22.6721,0.48838076,136.36555,147.31902,5.437,3.753,0.03753,46.423,100.78201,40.2,80.19,173.343,1.73343,128.8449,176.4888,2.170954,47130.4127,0.4,13.9,16.1,0.346810848,6.4,1.3,0,151.2092939,-33.86882113
Melbourne,2008,Melbourne2008,-0.559327396,Melbourne,Australia,2008,Melbourne2008,1562,36,5.3928,55.1837,0.551837,30.79598,130.0994,3.319031583,15.86446,0.404726262,86.08803,93.89462,4.508,3.923,0.03923,39.198,57.35024,40.1,137.59,140.783,1.40783,78.5662,133.2527,1.463108,21406.8502,0.2,17.7,20,0.510230114,5.6,3.3,0,144.9630565,-37.8136273
Warsaw,2009,Warsaw2009,1.314513274,Warsaw,Poland,2009,Warsaw2009,1787,23,3.2712,18.3145,0.183145,9.7572,38.261,1.189818702,5.03065,0.156440277,30.78507,34.6415,9.480136,3.24,0.0324,32.157,12.99533,36,101.73,56.953,0.56953,30.3426,37.13,0.404122,1633.145909,0.6,23,34.5,1.072861274,28.8,8.7,0,21.01222949,52.22967359
Kuala Lumpur,2011,Kuala Lumpur2011,2.37777647,Kuala Lumpur,Malaysia,2011,Kuala Lumpur2011,2365,14,6.7768,21.6339,0.216339,8.9048,99.6107,1.488993692,5.42063,0.081028282,41.3803,41.79348,,19.065,0.19065,66.898,22.42226,40,101.29,32.338,0.32338,13.3111,34.1937,0.335172,1123.402696,1.2,35,45,0.67266585,,7.2,0,101.6868565,3.139002023
Sydney,2011,Sydney2011,0.808508367,Sydney,Australia,2011,Sydney2011,2577,16,3.9457,84.2247,0.842247,56.46442,117.5548,2.577051912,22.01848,0.482692038,132.12942,142.76739,5.2789,3.688,0.03688,45.616,94.71693,40.2,86.5,184.639,1.84639,123.7817,170.8068,2.076393,43114.0789,0.4,14.4,14.9,0.326639776,5.5,0.9,0,151.2092939,-33.86882113
Ankara,2015,Ankara2015,0.246403204,Ankara,Turkey,2015,Ankara2015,127,1,5.3592,16.5235,0.165235,7.19466,48.7434,0.937138792,4.36654,0.083950935,26.24756,29.54512,0.375386,2.121,0.02121,52.013,22.11281,37,103.03,31.768,0.31768,13.8324,35.9227,0.425142,1807.457202,1,57.9,60,1.153557764,20.6,8.8,0,32.85973994,39.93336355
Sydney,2010,Sydney2010,0.663866196,Sydney,Australia,2010,Sydney2010,2577,16,2.8261,71.3929,0.713929,49.86037,122.2576,2.713398584,19.69865,0.437193999,118.60743,128.30099,5.1781,3.643,0.03643,45.057,83.46163,40.6,62.71,158.451,1.58451,110.6606,155.8084,1.852356,34312.22751,0.4,15.1,15,0.332911645,5.5,0.9,0,151.2092939,-33.86882113
Warsaw,2008,Warsaw2008,1.074838206,Warsaw,Poland,2008,Warsaw2008,1787,23,3.7811,18.029,0.18029,10.23195,40.6802,1.272926967,4.98072,0.155852056,31.46868,35.94861,9.326993,3.22,0.0322,31.958,13.64469,36.7,118.32,56.414,0.56414,32.0167,39.8887,0.426953,1822.888642,0.6,23.9,31.9,0.998185118,20.6,8.1,0,21.01222949,52.22967359
Melbourne,2007,Melbourne2007,-0.435429092,Melbourne,Australia,2007,Melbourne2007,1562,36,4.0285,53.9176,0.539176,28.67811,117.7182,3.07021543,14.816,0.386416984,79.4918,87.05542,4.184,3.837,0.03837,38.342,52.68501,40.4,105.07,140.622,1.40622,74.7947,130.0963,1.374066,18880.57372,0.3,17.7,18.9,0.492932033,5.8,2.6,0,144.9630565,-37.8136273
Kuala Lumpur,2010,Kuala Lumpur2010,2.674340548,Kuala Lumpur,Malaysia,2010,Kuala Lumpur2010,2365,14,5.4485,18.8033,0.188033,8.28917,88.6414,1.35719929,4.77327,0.073084119,36.87132,37.23058,,18.613,0.18613,65.312,19.20247,36.8,83.41,28.791,0.28791,12.6916,31.3555,0.294011,864.4246812,0.9,34.6,50.8,0.777804998,,7,0,101.6868565,3.139002023
Sydney,2009,Sydney2009,0.365119901,Sydney,Australia,2009,Sydney2009,2577,16,2.401,60.7947,0.607947,44.24252,93.4272,2.099723564,17.38579,0.390735813,103.16264,111.46303,5.124223,3.598,0.03598,44.495,75.60176,40.9,53.96,136.632,1.36632,99.4316,140.3182,1.69909,28869.06828,0.3,14.5,24,0.539386448,7,0.7,0,151.2092939,-33.86882113
Sydney,2008,Sydney2008,0.914053244,Sydney,Australia,2008,Sydney2008,2577,16,2.3632,60.7767,0.607767,43.79674,115.8987,2.64887096,17.26597,0.394614664,105.05146,113.75702,4.990039,3.538,0.03538,43.754,72.1978,41.3,54.02,138.905,1.38905,100.0971,143.2937,1.650077,27227.54106,0.2,14.8,16,0.365680852,6.3,,0,151.2092939,-33.86882113
Sydney,2007,Sydney2007,0.69906256,Sydney,Australia,2007,Sydney2007,2577,16,2.2933,60.5058,0.605058,41.55102,109.0631,2.532993474,15.81081,0.367206494,98.48476,107.21289,4.808913,3.481,0.03481,43.057,67.71055,41.7,53.27,140.524,1.40524,96.5023,141.2472,1.572579,24730.04711,0.2,16,17.4,0.404115475,6.5,1.1,0,151.2092939,-33.86882113
Ankara,2014,Ankara2014,-0.345646089,Ankara,Turkey,2014,Ankara2014,127,1,5.4809,16.8624,0.168624,7.23844,52.4194,1.026020748,4.77226,0.093408886,27.30136,30.75684,0.370786,2.084,0.02084,51.09,22.94256,36.8,107.28,33.005,0.33005,14.168,37.4749,0.449064,2016.584761,1.1,53.9,64.2,1.256605989,28.2,9.9,0,32.85973994,39.93336355
Melbourne,2006,Melbourne2006,-0.534069407,Melbourne,Australia,2006,Melbourne2006,1562,36,3.3879,49.3536,0.493536,24.69695,114.8114,3.056421041,13.68957,0.364433234,71.57513,78.52822,3.878,3.759,0.03759,37.564,47.13615,40.2,90.19,131.384,1.31384,65.7455,117.9845,1.254807,15745.40607,0.3,18.1,22,0.585667128,6.7,2.6,0,144.9630565,-37.8136273
Warsaw,2007,Warsaw2007,0.925768466,Warsaw,Poland,2007,Warsaw2007,1787,23,3.5265,16.3185,0.163185,8.82782,38.5023,1.211297427,4.25275,0.133793179,27.91236,31.90607,9.088043,3.203,0.03203,31.786,12.25166,37.4,110.95,51.339,0.51339,27.773,34.6922,0.385445,1485.67848,0.6,24.1,30.7,0.965834015,25.3,9,0,21.01222949,52.22967359
Kuala Lumpur,2009,Kuala Lumpur2009,2.530990378,Kuala Lumpur,Malaysia,2009,Kuala Lumpur2009,2365,14,3.8939,14.9319,0.149319,7.1553,69.8643,1.099203889,4.0658,0.063968911,30.64476,30.94709,,18.113,0.18113,63.559,15.97848,35.4,61.28,23.492,0.23492,11.2579,27.9771,0.251397,632.0045161,1.4,36.9,47.2,0.742617096,,7.6,0,101.6868565,3.139002023
Birmingham,2017,Birmingham2017,1.500964976,Birmingham,United Kingdom,2017,Birmingham2017,1066,85,1.6226,32.9345,0.329345,15.41042,110.5491,3.234226617,11.4438,0.334800035,54.29646,61.32382,3.270797,11.882,0.11882,34.181,36.83879,32.3,47.46,96.352,0.96352,45.0841,105.1315,1.077739,11615.21352,,,,,,,0,-1.890400219,52.48624135
Sydney,2006,Sydney2006,-0.078150777,Sydney,Australia,2006,Sydney2006,2577,16,2.0655,57.1907,0.571907,36.97104,105.616,2.489299519,14.67475,0.345874187,89.52455,97.52232,4.657741,3.43,0.0343,42.428,60.59098,40.9,48.68,134.794,1.34794,87.1375,127.9758,1.428077,20394.03918,0.3,16.9,19.4,0.457245215,7.2,1.5,0,151.2092939,-33.86882113
Ankara,2013,Ankara2013,-0.931139007,Ankara,Turkey,2013,Ankara2013,127,1,6.267,17.322,0.17322,7.69193,51.5859,1.029350494,4.47742,0.089342911,27.12948,30.60971,0.351073,2.044,0.02044,50.115,22.25105,34.3,125.06,34.565,0.34565,15.3486,37.575,0.444003,1971.38664,1.2,64.5,75.7,1.510525791,31,10.7,0,32.85973994,39.93336355
Rome,2011,Rome2011,0.148270085,Rome,Italy,2011,Rome2011,823,22,3.3304,45.9226,0.459226,32.46985,65.6799,1.644958425,22.59221,0.565823733,88.68599,99.03889,15.147082,7.42,0.0742,39.928,58.50235,36.2,83.41,115.013,1.15013,81.3206,132.0105,1.46519,21467.81736,0.5,47.1,31.4,0.786415548,20.7,1.2,0,12.49636762,41.9027835
Warsaw,2006,Warsaw2006,1.442390922,Warsaw,Poland,2006,Warsaw2006,1787,23,3.0153,12.1368,0.121368,7.06225,35.5557,1.123971044,3.65829,0.115644244,23.92039,27.23032,8.804848,3.188,0.03188,31.634,10.70959,38,95.31,38.366,0.38366,22.3246,29.6055,0.338542,1146.106858,0.8,27.5,37.7,1.191755706,38.8,12.1,0,21.01222949,52.22967359
Sydney,2005,Sydney2005,0.404429481,Sydney,Australia,2005,Sydney2005,2577,16,2.6689,55.4091,0.554091,34.02301,112.1367,2.670175731,14.36046,0.341948281,86.06268,93.80532,4.596375,3.395,0.03395,41.996,58.78733,40.1,63.56,131.941,1.31941,81.0158,122.6953,1.399847,19595.71623,0.3,17.4,19.2,0.457186399,7.2,1,0,151.2092939,-33.86882113
Birmingham,2016,Birmingham2016,1.419914395,Birmingham,United Kingdom,2016,Birmingham2016,1066,85,1.5331,32.4693,0.324693,15.32962,99.7425,2.936971821,11.53734,0.339723212,52.90672,59.82161,3.273039,11.806,0.11806,33.961,36.58007,32.2,45.15,95.607,0.95607,45.1384,103.1511,1.077111,11601.68106,,22.1,15.7,0.462294985,10.5,0.6,0,-1.890400219,52.48624135
Melbourne,2005,Melbourne2005,-0.002866279,Melbourne,Australia,2005,Melbourne2005,1562,36,4.037,45.3294,0.453294,22.62694,125.1048,3.384503842,13.11574,0.354824694,68.69182,75.55192,3.804,3.699,0.03699,36.964,45.14623,40,109.22,122.631,1.22631,61.2137,112.3175,1.221362,14917.25135,,,,,,,0,144.9630565,-37.8136273
