City,Year,Cityyear,UHI,City2,Country,Year3,Cityyear4,WCH,environmental firms,GVAAgr,GVAConst,GVAConstrs,GVAFire,GVAManufElec,GVAManufElecpc,GVAAdmin,GVAAdminpc,GVA,GDP,Publictranspopass,Density,Densityrs,Population,Income,Gini,GVAAgrpc,GVAConstpc,GVAConstpcrs,GVAFirepc,Populationpc,Incomepc,IncomepcSQ,CO,NO2,PM10,PM10pc,PM2.5,SO2,green bonds issued,Long,Lat
Minsk,2017,Minsk2017,1.904984898,Minsk,Belarus,2017,Minsk2017,85,0,1.0783,5.1987,0.051987,2.52734,20.7051,0.949426816,0.86845,0.039822542,9.20873,9.23331,7.504,9.203,0.09203,21.808,4.74146,38.7,49.45,23.838,0.23838,11.5892,20.4248,0.217423,472.7276093,,,,,,,0,27.56152525,53.9045387
Minsk,2013,Minsk2013,2.048653119,Minsk,Belarus,2013,Minsk2013,85,0,1.1387,8.427,0.08427,2.06758,20.8144,0.999635001,0.76285,0.03663673,8.92358,8.98371,9.182,8.787,0.08787,20.822,4.61079,37.2,54.68,40.471,0.40471,9.9296,18.2388,0.221435,490.3345923,0.5,39,20,0.960522524,,4,0,27.56152525,53.9045387
Dubai,2009,Dubai2009,-0.894984781,Dubai,United Arab Emirates,2009,Dubai2009,1663,39,2.4966,56.6317,0.566317,13.16583,88.0766,1.86176968,4.01754,0.084923057,52.15565,52.73078,0.959055,6.998,0.06998,47.308,50.58972,35.6,52.79,119.709,1.19709,27.8301,84.3127,1.069375,11435.62891,,,,,,,0,55.27078497,25.20485021
Glasgow,2014,Glasgow2014,0.935666888,Glasgow,United Kingdom,2014,Glasgow2014,375,66,0.1372,16.841,0.16841,8.66989,37.6601,2.542024975,7.04811,0.475741478,26.45951,29.9174,2.57339,9.412,0.09412,14.815,17.86982,35.9,9.28,113.673,1.13673,58.5201,112.3755,1.206181,14548.72605,,37.1,13.1,0.884238947,7.5,,0,-4.251806364,55.86423781
Minsk,2010,Minsk2010,2.186519203,Minsk,Belarus,2010,Minsk2010,85,0,0.9136,4.2677,0.042677,1.14119,15.2918,0.756869927,0.52133,0.025803306,5.6775,5.75755,8.777,8.526,0.08526,20.204,2.8764,34.4,45.22,21.123,0.21123,5.6484,12.9716,0.142367,202.6836269,0.4,34,24,1.187883587,,5,0,27.56152525,53.9045387
Minsk,2011,Minsk2011,2.005400475,Minsk,Belarus,2011,Minsk2011,85,0,0.8607,3.7188,0.037188,1.41346,20.329,0.996421919,0.47917,0.023486423,7.08795,7.22576,8.836,8.61,0.0861,20.402,2.86217,34.5,42.19,18.228,0.18228,6.9281,13.1831,0.140291,196.8156468,0.4,32,21,1.029310852,,4,0,27.56152525,53.9045387
Glasgow,2010,Glasgow2010,0.954000591,Glasgow,United Kingdom,2010,Glasgow2010,375,66,0.155,15.2534,0.152534,6.86211,29.6504,2.022813481,6.46408,0.440993314,22.3522,25.00603,2.69536,9.312,0.09312,14.658,16.1203,32.2,10.57,104.064,1.04064,46.8148,103.8603,1.099766,12094.85255,0.3,52.1,25.8,1.760130986,17.8,3.7,0,-4.251806364,55.86423781
Amsterdam,2011,Amsterdam2011,0.986825824,Amsterdam,Netherlands,2011,Amsterdam2011,2469,7,2.6172,14.8598,0.148598,22.58477,41.0425,2.870305616,9.86688,0.690039863,51.69394,57.70847,2.004486,14.249,0.14249,14.299,18.9391,37.1,183.03,103.924,1.03924,157.9499,120.4913,1.324533,17543.87668,0.4,35.5,25.9,1.811315477,16.9,1.2,0,4.895169923,52.37021554
Minsk,2008,Minsk2008,1.527238946,Minsk,Belarus,2008,Minsk2008,85,0,0.8202,4.0811,0.040811,1.07304,15.3502,0.776203479,0.48004,0.024273867,5.39124,5.49685,7.450281,8.346,0.08346,19.776,2.55712,32.5,41.48,20.636,0.20636,5.426,12.1949,0.129303,167.1926581,0.5,31,26,1.314724919,,6,0,27.56152525,53.9045387
Rotterdam,2012,Rotterdam2012,1.054843609,Rotterdam,Netherlands,2012,Rotterdam2012,856,1,4.1546,14.3197,0.143197,8.43918,68.2144,4.828996177,7.80511,0.552535042,33.60379,37.43245,1.45,8.741,0.08741,14.126,16.96342,33.9,294.12,101.375,1.01375,59.7429,109.0546,1.200881,14421.15176,0.4,36,22.5,1.592807589,14.2,6.2,0,4.477731178,51.92442137
Minsk,2009,Minsk2009,2.108345705,Minsk,Belarus,2009,Minsk2009,85,0,0.6186,4.0246,0.040246,0.99978,13.3727,0.669170336,0.40421,0.020226681,4.86863,4.95096,7.942,8.434,0.08434,19.984,2.42892,32.9,30.96,20.138,0.20138,5.0029,11.1132,0.121543,147.7270085,0.4,34,22,1.100880705,,6,0,27.56152525,53.9045387
Amsterdam,2017,Amsterdam2017,1.098814562,Amsterdam,Netherlands,2017,Amsterdam2017,2469,7,2.8359,15.5203,0.155203,26.58651,41.9358,2.776837505,10.6869,0.707647994,59.55412,66.21625,2.412,15.05,0.1505,15.102,19.928,37.7,187.78,102.768,1.02768,176.0421,117.6489,1.319532,17411.64699,,,,,,,0,4.895169923,52.37021554
Amsterdam,2012,Amsterdam2012,1.054843609,Amsterdam,Netherlands,2012,Amsterdam2012,2469,7,2.5174,13.3758,0.133758,21.87094,44.3533,3.071132807,9.82495,0.680303975,50.72781,56.508,2.07,14.392,0.14392,14.442,18.46488,37.2,174.33,92.617,0.92617,151.4376,115.1065,1.278535,16346.51746,0.3,33,22.1,1.530258967,15.7,2.1,0,4.895169923,52.37021554
Glasgow,2005,Glasgow2005,0.934742209,Glasgow,United Kingdom,2005,Glasgow2005,375,66,0.349,15.6476,0.156476,6.19399,33.8003,2.333630213,6.41469,0.44288111,22.40269,25.10669,2.852106,9.202,0.09202,14.484,15.37049,33,24.09,108.035,1.08035,42.7655,105.209,1.061235,11262.19725,0.4,47.2,24.6,1.698425849,,1.1,0,-4.251806364,55.86423781
Rotterdam,2013,Rotterdam2013,1.066383856,Rotterdam,Netherlands,2013,Rotterdam2013,856,1,4.5138,14.1377,0.141377,8.73147,59.0483,4.173909663,8.00835,0.566081148,33.63561,37.54452,1.5,8.754,0.08754,14.147,17.2494,34,319.05,99.935,0.99935,61.72,110.8506,1.219304,14867.02244,0.4,34.5,23,1.625786386,14.4,5.6,0,4.477731178,51.92442137
Glasgow,2013,Glasgow2013,0.835242402,Glasgow,United Kingdom,2013,Glasgow2013,375,66,0.1309,15.923,0.15923,7.80291,35.3429,2.393046246,6.46097,0.437468346,24.13587,27.30107,2.6069,9.383,0.09383,14.769,17.10089,35.5,8.85,107.814,1.07814,52.8328,106.0317,1.15789,13407.09252,,39.8,17.3,1.171372469,10.7,,0,-4.251806364,55.86423781
Amsterdam,2016,Amsterdam2016,1.062669339,Amsterdam,Netherlands,2016,Amsterdam2016,2469,7,2.7486,14.5718,0.145718,25.03364,41.1678,2.753883203,10.26954,0.686971704,56.40747,62.82116,2.33,14.897,0.14897,14.949,19.28378,37.6,183.85,97.474,0.97474,167.4547,113.8333,1.28993,16639.19405,0.3,30.5,19.3,1.291056258,13.1,1.2,0,4.895169923,52.37021554
Belgrade,2017,Belgrade2017,0.490098945,Belgrade,Serbia,2017,Belgrade2017,301,4,1.1888,4.4059,0.044059,2.34542,12.6379,0.74283783,1.22013,0.07171751,7.84161,9.29737,6.548981,5.261,0.05261,17.013,4.60764,38.3,69.89,25.897,0.25897,13.7858,25.184,0.270829,733.4834724,,,,,,,0,20.44892018,44.78656887
Kolkata,2010,Kolkata2010,1.188914124,Kolkata,India,2010,Kolkata2010,354,14,7.3182,5.3268,0.053268,1.74098,8.5901,0.061009233,2.09386,0.014871165,7.91138,8.34207,,133.569,1.33569,140.8,6.68832,38.5,51.98,3.784,0.03784,1.2365,3.5718,0.047502,22.56440004,,62,99,0.703125,,11,0,88.36389642,22.57264732
Rotterdam,2014,Rotterdam2014,1.080737234,Rotterdam,Netherlands,2014,Rotterdam2014,856,1,4.1934,14.7626,0.147626,9.14422,50.4111,3.555586119,8.10111,0.57138595,33.68888,37.6117,1.52,8.774,0.08774,14.178,17.59358,34.1,295.77,104.122,1.04122,64.4948,111.554,1.240888,15398.03029,0.4,34.5,22.6,1.594018903,14.2,7,0,4.477731178,51.92442137
Amsterdam,2013,Amsterdam2013,1.066383856,Amsterdam,Netherlands,2013,Amsterdam2013,2469,7,2.6903,13.1243,0.131243,23.44133,43.62,2.993617459,10.13939,0.695860957,53.17018,59.34984,2.109,14.52,0.1452,14.571,18.89702,37.3,184.64,90.07,0.9007,160.8769,116.9015,1.296896,16819.39235,0.3,30.5,22.8,1.564751904,15.4,1.6,0,4.895169923,52.37021554
Belgrade,2016,Belgrade2016,0.930203696,Belgrade,Serbia,2016,Belgrade2016,301,4,1.1741,4.1166,0.041166,2.18608,12.0418,0.707883134,1.17694,0.069186997,7.37991,8.78143,6.4958,5.26,0.0526,17.011,4.40175,38.2,69.02,24.2,0.242,12.8511,24.4313,0.258762,669.5777264,,48.6,32.8,1.928164129,22.7,12.5,0,20.44892018,44.78656887
Dubai,2008,Dubai2008,-0.884793763,Dubai,United Arab Emirates,2008,Dubai2008,1663,39,2.5479,73.4,0.734,15.56994,99.8352,2.758411848,3.38156,0.093431326,59.36781,59.84903,0.94334,5.354,0.05354,36.193,68.74983,35.8,70.39,202.8,2.028,43.0188,153.085,1.899519,36081.72431,,,,,,,0,55.27078497,25.20485021
Amsterdam,2015,Amsterdam2015,0.979954723,Amsterdam,Netherlands,2015,Amsterdam2015,2469,7,2.56,13.6367,0.136367,24.21407,39.3662,2.658082377,9.78965,0.661016205,54.64901,60.94823,2.271,14.759,0.14759,14.81,18.83815,37.5,172.86,92.074,0.92074,163.4931,112.911,1.271947,16178.49171,0.3,28.9,18.6,1.25590817,13.1,1.7,0,4.895169923,52.37021554
Glasgow,2012,Glasgow2012,0.909672618,Glasgow,United Kingdom,2012,Glasgow2012,375,66,0.1009,14.8235,0.148235,7.54489,32.9855,2.237974082,6.44033,0.43695841,23.28547,26.29653,2.62369,9.364,0.09364,14.739,16.84539,34.2,6.85,100.579,1.00579,51.1916,104.1238,1.142948,13063.30131,0.2,44,19.9,1.350159441,14.6,2.9,0,-4.251806364,55.86423781
Amsterdam,2014,Amsterdam2014,1.080737234,Amsterdam,Netherlands,2014,Amsterdam2014,2469,7,2.7759,14.1258,0.141258,24.66244,43.9598,2.987008222,10.43903,0.709317796,55.79219,62.27949,2.149,14.665,0.14665,14.717,19.63198,37.4,188.62,95.986,0.95986,167.58,118.3709,1.333981,17795.05308,0.3,31.1,22.1,1.501664741,15,1.9,0,4.895169923,52.37021554
Belgrade,2015,Belgrade2015,0.59888051,Belgrade,Serbia,2015,Belgrade2015,301,4,1.0166,4.0219,0.040219,2.02856,11.0852,0.652032233,1.21782,0.071632257,7.02988,8.38567,6.58843,5.257,0.05257,17.001,4.31259,37.9,59.8,23.656,0.23656,11.9323,23.6566,0.253672,643.4948358,,38.2,105.4,6.199635316,,15.1,0,20.44892018,44.78656887
Glasgow,2011,Glasgow2011,0.793312846,Glasgow,United Kingdom,2011,Glasgow2011,375,66,0.1141,15.6148,0.156148,7.31043,31.2526,2.126027211,6.62494,0.45067619,23.12316,26.11357,2.71092,9.339,0.09339,14.7,16.38085,34.9,7.76,106.226,1.06226,49.7323,103.5035,1.114374,12418.29412,0.2,43.9,16.5,1.12244898,16.3,2.5,0,-4.251806364,55.86423781
Rotterdam,2017,Rotterdam2017,1.098814562,Rotterdam,Netherlands,2017,Rotterdam2017,856,1,4.6563,14.4903,0.144903,9.61822,57.0092,4.04981175,7.64111,0.542808127,35.30405,39.22932,1.673779,8.711,0.08711,14.077,18.03693,34.3,330.75,102.936,1.02936,68.3257,113.59,1.281307,16417.47628,,,,,,,0,4.477731178,51.92442137
Minsk,2007,Minsk2007,1.760789006,Minsk,Belarus,2007,Minsk2007,85,0,0.5724,2.8738,0.028738,0.85048,11.9283,0.60973777,0.4429,0.022639677,4.26111,4.31734,7.132574,8.256,0.08256,19.563,2.03665,31.9,29.26,14.689,0.14689,4.3476,9.3125,0.104109,108.3868388,0.6,33,21,1.073454992,,,0,27.56152525,53.9045387
Rotterdam,2015,Rotterdam2015,0.979954723,Rotterdam,Netherlands,2015,Rotterdam2015,856,1,4.301,13.1851,0.131851,8.59205,61.5426,4.383688297,7.26633,0.517581737,32.84207,36.63373,1.58,8.688,0.08688,14.039,17.05342,34.1,306.38,93.915,0.93915,61.1998,107.9801,1.214689,14754.69367,0.4,32.8,22.4,1.595555239,13,6.4,0,4.477731178,51.92442137
Rotterdam,2016,Rotterdam2016,1.062669339,Rotterdam,Netherlands,2016,Rotterdam2016,856,1,4.3626,14.0863,0.140863,9.10406,54.5601,3.882175893,7.5764,0.539092073,33.77069,37.61316,1.63,8.697,0.08697,14.054,17.54602,34.2,310.43,100.234,1.00234,64.781,109.7198,1.248507,15587.69729,,33,18.4,1.309235805,10.8,,0,4.477731178,51.92442137
Montevideo,2017,Montevideo2017,0.133508406,Montevideo,Uruguay,2017,Montevideo2017,214,1,1.4879,12.5629,0.125629,5.38541,28.3881,1.382896532,3.71538,0.180990842,16.75358,18.94945,3.378304,2.041,0.02041,20.528,12.89819,40,72.48,61.2,0.612,26.2351,61.1489,0.628336,3948.061289,,,,,,,0,-56.16453151,-34.90111194
Belgrade,2014,Belgrade2014,0.635128421,Belgrade,Serbia,2014,Belgrade2014,301,4,1.3761,4.0301,0.040301,2.14648,11.5123,0.678591217,1.29895,0.07656646,7.28999,8.70698,6.59051,5.246,0.05246,16.965,4.47811,37.7,81.12,23.756,0.23756,12.6526,26.3011,0.263966,696.7804916,0.5,42.2,34.2,2.015915119,,18.3,0,20.44892018,44.78656887
Minsk,2006,Minsk2006,2.173576258,Minsk,Belarus,2006,Minsk2006,85,0,0.5211,2.3349,0.023349,0.71826,10.1523,0.524341494,0.38291,0.019776366,3.61803,3.62108,6.810736,8.171,0.08171,19.362,1.63049,31.4,26.93,12.059,0.12059,3.7096,7.701,0.084211,70.91492521,0.7,39,,,,,0,27.56152525,53.9045387
Montevideo,2016,Montevideo2016,0.056655006,Montevideo,Uruguay,2016,Montevideo2016,214,1,1.369,12.4673,0.124673,4.933,25.5601,1.250066024,3.40771,0.166660635,15.46534,17.5615,3.350581,2.033,0.02033,20.447,11.90201,39.9,66.96,60.973,0.60973,24.1257,56.797,0.582087,3388.252756,,,,,,,0,-56.16453151,-34.90111194
Kolkata,2012,Kolkata2012,1.37725551,Kolkata,India,2012,Kolkata2012,354,14,8.1184,5.2811,0.052811,2.2311,9.2667,0.065368933,2.53326,0.017870062,9.2169,9.59583,,134.479,1.34479,141.76,7.83501,40.3,57.27,3.725,0.03725,1.5737,4.1144,0.055269,30.54662361,,62.9,149.6,1.05530474,,12.3,0,88.36389642,22.57264732
Montevideo,2015,Montevideo2015,-0.359323644,Montevideo,Uruguay,2015,Montevideo2015,214,1,1.4421,11.8099,0.118099,4.67143,25.3651,1.245340731,3.22451,0.158312549,14.93266,17.03,3.317332,2.025,0.02025,20.368,11.72995,39.8,70.8,57.983,0.57983,22.9355,56.3535,0.575908,3316.700245,0.4,26,27,1.325608798,14,4.5,0,-56.16453151,-34.90111194
Minsk,2005,Minsk2005,2.108014998,Minsk,Belarus,2005,Minsk2005,85,0,0.4301,1.7497,0.017497,0.5867,8.5069,0.443414126,0.32737,0.017063852,2.95239,2.97255,6.500777,8.097,0.08097,19.185,1.32298,30.9,22.41,9.121,0.09121,3.0582,6.6033,0.068958,47.55205764,0.7,40,,,,,0,27.56152525,53.9045387
Dubai,2007,Dubai2007,-1.094734314,Dubai,United Arab Emirates,2007,Dubai2007,1663,39,2.5041,63.6519,0.636519,14.63465,84.8416,2.9324485,2.79521,0.096613093,53.94127,54.37521,0.90072,4.28,0.0428,28.932,61.7518,41.4,86.55,220.007,2.20007,50.5834,172.624,2.134402,45556.71898,,,,,,,0,55.27078497,25.20485021
Zagreb,2008,Zagreb2008,0.924679065,Zagreb,Croatia,2008,Zagreb2008,469,2,1.1411,6.4254,0.064254,2.92555,17.6165,1.59410913,1.75832,0.159109583,10.06315,11.77504,2.99,2.971,0.02971,11.051,6.29933,37.4,103.26,58.143,0.58143,26.4727,63.8487,0.570019,3249.216604,0.7,31.7,34.4,3.112840467,,6.7,0,15.98191759,45.81501148
Belgrade,2011,Belgrade2011,0.963878685,Belgrade,Serbia,2011,Belgrade2011,301,4,1.4657,4.3078,0.043078,2.14127,11.3052,0.675179169,1.2843,0.076702102,7.26654,8.63998,6.71286,5.177,0.05177,16.744,4.37337,34.6,87.52,25.727,0.25727,12.7883,25.991,0.261194,682.2230564,0.8,46.7,50.9,3.039894888,,24.8,0,20.44892018,44.78656887
Belgrade,2009,Belgrade2009,0.99157928,Belgrade,Serbia,2009,Belgrade2009,301,4,1.1688,3.5863,0.035863,1.88047,10.2444,0.620008473,1.1956,0.072359741,6.55732,7.87598,6.33753,5.109,0.05109,16.523,4.04833,36,70.76,21.707,0.21707,11.3812,24.0868,0.245019,600.3431036,1,32.6,40.1,2.426920051,,35.6,0,20.44892018,44.78656887
Belgrade,2010,Belgrade2010,1.246723115,Belgrade,Serbia,2010,Belgrade2010,301,4,1.2356,3.4663,0.034663,1.90281,10.1388,0.609083263,1.15441,0.069350595,6.48353,7.78521,6.52542,5.147,0.05147,16.646,3.91142,36.5,74.23,20.823,0.20823,11.4309,23.7765,0.234974,552.1278068,0.9,32.6,32.1,1.928391205,,32.4,0,20.44892018,44.78656887
Zagreb,2007,Zagreb2007,1.003885723,Zagreb,Croatia,2007,Zagreb2007,469,2,1.0047,5.1115,0.051115,2.45219,16.5753,1.501793966,1.40833,0.127600797,8.99989,10.56576,3.17,2.968,0.02968,11.037,5.67862,37.4,91.02,46.313,0.46313,22.2177,57.7973,0.514504,2647.14366,,,,,,,0,15.98191759,45.81501148
Zagreb,2009,Zagreb2009,0.981806769,Zagreb,Croatia,2009,Zagreb2009,469,2,1.1093,5.2944,0.052944,2.89672,15.9127,1.438111161,1.75299,0.15842657,9.37119,10.9018,2.77,2.975,0.02975,11.065,6.19726,37.5,100.28,47.848,0.47848,26.1797,57.862,0.560089,3136.996879,0.6,32.1,30.7,2.774514234,,7.8,0,15.98191759,45.81501148
Montevideo,2014,Montevideo2014,0.367984379,Montevideo,Uruguay,2014,Montevideo2014,214,1,1.4426,12.6629,0.126629,4.58516,24.4803,1.206460993,3.18285,0.156860184,14.913,17.02636,3.276104,2.017,0.02017,20.291,11.78102,39.8,71.12,62.409,0.62409,22.5974,56.8037,0.580614,3371.12617,0.5,23,26.5,1.305997733,8,6.1,0,-56.16453151,-34.90111194
Belgrade,2008,Belgrade2008,0.549674202,Belgrade,Serbia,2008,Belgrade2008,301,4,1.4464,4.5824,0.045824,2.00199,11.2243,0.684450271,1.24475,0.075904019,7.26331,8.66832,6.8443,5.071,0.05071,16.399,4.2068,34.5,88.2,27.944,0.27944,12.2079,24.7169,0.256529,658.0712784,1.1,29.2,43.4,2.646502836,,34.2,0,20.44892018,44.78656887
Zagreb,2006,Zagreb2006,0.88280702,Zagreb,Croatia,2006,Zagreb2006,469,2,0.96,4.3461,0.043461,2.07871,14.4768,1.313684211,1.24355,0.112844828,7.98292,9.41884,2.58,2.963,0.02963,11.02,5.22915,37.4,87.12,39.44,0.3944,18.864,51.7653,0.474535,2251.834662,0.7,36,41.1,3.729582577,,14.4,0,15.98191759,45.81501148
Zagreb,2010,Zagreb2010,1.591578501,Zagreb,Croatia,2010,Zagreb2010,469,2,1.0587,4.125,0.04125,2.93182,15.1203,1.364524862,1.7134,0.154625034,9.39916,10.98532,2.59,2.979,0.02979,11.081,6.28339,38,95.54,37.228,0.37228,26.4586,57.8185,0.567056,3215.525071,0.5,31.2,29.5,2.662214602,,7.3,0,15.98191759,45.81501148
Riga,2014,Riga2014,1.175298882,Riga,Latvia,2014,Riga2014,279,5,1.0934,5.069,0.05069,3.12851,10.1516,1.005507132,1.75376,0.173708399,9.15822,10.2758,1.505,0.967,0.00967,10.096,4.99338,34.5,108.29,50.206,0.50206,30.9869,51.9296,0.494578,2446.073981,0.3,31.5,34.1,3.377575277,18.3,2.7,0,24.10518684,56.9496499
Zagreb,2005,Zagreb2005,1.507366799,Zagreb,Croatia,2005,Zagreb2005,469,2,0.9251,4.3908,0.043908,1.80789,16.0752,1.461780486,1.25068,0.113729199,7.36024,8.67929,2.55,2.957,0.02957,10.997,4.93152,37.3,84.13,39.929,0.39929,16.4405,48.4323,0.448461,2011.172685,,,,,,,0,15.98191759,45.81501148
Belgrade,2007,Belgrade2007,0.768343761,Belgrade,Serbia,2007,Belgrade2007,301,4,1.2443,3.748,0.03748,1.71957,10.1526,0.623662387,1.13301,0.069599484,6.37479,7.67887,6.78551,5.034,0.05034,16.279,3.75657,36.1,76.43,23.023,0.23023,10.563,22.3386,0.230763,532.5156217,1.3,32.3,45.1,2.770440445,,36.8,0,20.44892018,44.78656887
Belgrade,2012,Belgrade2012,0.620504656,Belgrade,Serbia,2012,Belgrade2012,301,4,1.121,3.4322,0.034322,2.12246,10.8326,0.64338065,1.20588,0.071620835,6.97874,8.30664,6.61997,5.206,0.05206,16.837,4.11525,37.1,66.57,20.384,0.20384,12.6056,26.0742,0.244413,597.3771457,0.6,40,41.9,2.488566847,,20.1,0,20.44892018,44.78656887
Zagreb,2011,Zagreb2011,0.882423424,Zagreb,Croatia,2011,Zagreb2011,469,2,1.0039,3.6563,0.036563,3.07578,15.234,1.372061605,1.76447,0.15891831,9.55779,11.20043,2.43,2.985,0.02985,11.103,6.48102,37.9,90.4,32.931,0.32931,27.7017,62.0175,0.583708,3407.150293,0.6,37.9,30.3,2.728992164,,9.8,0,15.98191759,45.81501148
Belgrade,2013,Belgrade2013,0.873068222,Belgrade,Serbia,2013,Belgrade2013,301,4,1.2093,4.0057,0.040057,2.16981,13.1021,0.774767903,1.33766,0.079099994,7.63542,9.0691,6.63117,5.229,0.05229,16.911,4.34405,37.4,71.49,23.687,0.23687,12.8306,28.3667,0.256871,659.8271064,0.6,41.5,37.4,2.211578263,,17.7,0,20.44892018,44.78656887
Kolkata,2011,Kolkata2011,1.351520536,Kolkata,India,2011,Kolkata2011,354,14,7.6633,5.3897,0.053897,2.0034,9.0894,0.064339713,2.31486,0.016385837,8.63712,9.12167,,134.016,1.34016,141.272,7.52885,39.7,54.24,3.816,0.03816,1.4181,3.9277,0.053294,28.40250436,,65,113,0.799875418,,12,0,88.36389642,22.57264732
Belgrade,2006,Belgrade2006,0.576550859,Belgrade,Serbia,2006,Belgrade2006,301,4,1.0879,2.8118,0.028118,1.34925,8.5327,0.528209731,0.82596,0.05113037,5.07585,6.08872,6.79446,4.995,0.04995,16.154,2.80979,35,67.36,17.406,0.17406,8.3523,17.1779,0.173937,302.5407997,1.5,30.6,45.4,2.810449424,,44.9,0,20.44892018,44.78656887
Riga,2013,Riga2013,1.436246973,Riga,Latvia,2013,Riga2013,279,5,1.0935,4.9744,0.049744,2.89809,10.7426,1.056406726,1.66124,0.163363163,8.75623,9.79139,1.501,0.974,0.00974,10.169,4.74627,34.4,107.53,48.92,0.4892,28.5003,49.0972,0.46676,2178.648976,0.4,35.1,34,3.343494936,16.8,2.7,0,24.10518684,56.9496499
Dubai,2006,Dubai2006,-0.971951556,Dubai,United Arab Emirates,2006,Dubai2006,1663,39,2.3252,48.779,0.48779,10.74191,83.0123,3.536200213,2.27766,0.09702492,44.11693,44.45669,0.8784,3.473,0.03473,23.475,49.13551,39.6,99.04,207.79,2.0779,45.7585,168.6655,2.093086,43810.09003,,,,,,,0,55.27078497,25.20485021
Montevideo,2013,Montevideo2013,0.140890627,Montevideo,Uruguay,2013,Montevideo2013,214,1,1.7809,11.396,0.11396,4.50563,22.5762,1.116804353,2.94634,0.145750186,14.28796,16.31715,3.227627,2.01,0.0201,20.215,11.27777,40.2,88.1,56.376,0.56376,22.2887,54.9299,0.557894,3112.457152,0.6,20,28,1.385110067,23,11,0,-56.16453151,-34.90111194
Riga,2012,Riga2012,1.679466287,Riga,Latvia,2012,Riga2012,279,5,1.005,4.4391,0.044391,2.66105,11.159,1.091131319,1.43793,0.140601349,8.18745,9.15642,1.4137,0.98,0.0098,10.227,4.42646,34.1,98.27,43.407,0.43407,26.0207,45.4445,0.432833,1873.444059,0.5,34.7,29.7,2.904077442,17.3,3.2,0,24.10518684,56.9496499
Belgrade,2005,Belgrade2005,1.390571332,Belgrade,Serbia,2005,Belgrade2005,301,4,1.1247,2.6264,0.026264,1.17462,8.2753,0.515755687,0.84902,0.052914927,4.80701,5.80774,6.74403,4.961,0.04961,16.045,2.86466,36.6,70.1,16.369,0.16369,7.3209,16.6314,0.17854,318.765316,1.5,28.9,43.6,2.717357432,,51.4,0,20.44892018,44.78656887
Riga,2011,Riga2011,1.350221966,Riga,Latvia,2011,Riga2011,279,5,1.0964,3.7213,0.037213,2.51014,10.5742,1.024433249,1.3479,0.130585158,7.78525,8.68857,1.4044,0.989,0.00989,10.322,4.2437,34.5,106.22,36.053,0.36053,24.3189,43.2195,0.41114,1690.360996,0.3,33.2,28.9,2.799844991,20.4,2.7,0,24.10518684,56.9496499
Montevideo,2012,Montevideo2012,0.080563976,Montevideo,Uruguay,2012,Montevideo2012,214,1,1.6075,10.0112,0.100112,4.12427,20.2233,1.004136048,2.59821,0.129007448,12.86402,14.74221,3.18593,2.002,0.02002,20.14,10.22894,38.9,79.82,49.71,0.4971,20.4784,50.3292,0.507904,2579.664732,0.6,33,28,1.390268123,21,29,0,-56.16453151,-34.90111194
Montevideo,2011,Montevideo2011,-0.270314407,Montevideo,Uruguay,2011,Montevideo2011,214,1,1.5461,7.2782,0.072782,3.73007,19.8389,0.988830185,2.44382,0.121807307,11.89706,13.70141,3.108249,1.995,0.01995,20.063,9.49411,41.3,77.08,36.276,0.36276,18.5914,47.0835,0.473206,2239.239184,1.1,69,41.5,2.068484275,28,42.5,0,-56.16453151,-34.90111194
Riga,2010,Riga2010,1.571366978,Riga,Latvia,2010,Riga2010,279,5,1.2718,3.0636,0.030636,2.05545,9.8099,0.934543203,1.17386,0.111828141,6.95102,7.75205,1.334,1.006,0.01006,10.497,4.19673,34.9,121.16,29.188,0.29188,19.5821,39.1405,0.399818,1598.544331,0.4,32.8,35,3.334285986,27.5,2.8,0,24.10518684,56.9496499
Zagreb,2017,Zagreb2017,0.89096609,Zagreb,Croatia,2017,Zagreb2017,469,2,0.7909,3.0547,0.030547,2.99968,17.2221,1.567783341,1.68608,0.153489304,9.49105,11.196,2.850688,2.953,0.02953,10.985,6.37052,38,72,27.807,0.27807,27.3074,65.2153,0.579932,3363.211246,,,,,,,0,15.98191759,45.81501148
Zagreb,2015,Zagreb2015,1.08598724,Zagreb,Croatia,2015,Zagreb2015,469,2,0.8131,2.8754,0.028754,2.61845,15.0195,1.353230021,1.58651,0.142941706,8.60988,10.22597,2.82324,2.984,0.02984,11.099,5.80398,38,73.25,25.907,0.25907,23.5915,57.5164,0.522923,2734.484639,,,,,,,0,15.98191759,45.81501148
Zagreb,2016,Zagreb2016,1.087773198,Zagreb,Croatia,2016,Zagreb2016,469,2,0.8073,2.9409,0.029409,2.77626,15.9629,1.446438927,1.62705,0.147431134,8.97258,10.632,2.87736,2.967,0.02967,11.036,6.00423,38,73.13,26.65,0.2665,25.1556,60.7562,0.54404,2959.795216,,,,,,,0,15.98191759,45.81501148
Riga,2008,Riga2008,1.101531373,Riga,Latvia,2008,Riga2008,279,5,1.1454,8.9452,0.089452,2.43787,11.731,1.093697557,1.87507,0.174815402,9.67904,10.78746,2.46,1.028,0.01028,10.726,6.09074,36.3,106.8,83.396,0.83396,22.7287,49.0188,0.567847,3224.502154,0.5,26.7,38.7,3.608055193,24.6,4.2,0,24.10518684,56.9496499
